TASK_ID,ONET_SOC_CODE,AI_EXPOSURE_SCORE,AUTOMATION_SCORE,AUGMENTATION_SCORE,CONFIDENCE,RATIONALE,REVIEW_STATUS,SCORING_RUN_ID,RUBRIC_VERSION,RUBRIC_HASH,PROMPT_VERSION,MODEL_ID,SCORED_AT,ERROR_MESSAGE
21710,15-1255.00,0.75,0.5,0.8,0.8,"Researching, documenting and rating web architecture alternatives is analytical language work AI strongly supports, though final selection needs engineering judgment.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21711,15-1255.00,0.85,0.8,0.7,0.85,Answering email inquiries and building automated response systems is near-pure language handling AI can largely execute end to end.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21712,15-1255.00,0.6,0.4,0.7,0.75,"Selecting languages, tools and applications is a bounded technical judgment AI can advise on but a designer owns the decision.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21713,15-1255.00,0.8,0.65,0.8,0.85,"Writing and editing technical documentation, manuals and reports is text transformation AI drafts well under human review.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21714,15-1255.00,0.8,0.65,0.8,0.85,Writing supporting code for web applications is exactly the kind of standard code generation AI produces with human oversight.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16199,15-1255.01,0.5,0.25,0.7,0.75,"Balancing gameplay for critical and commercial success blends data analysis AI aids with creative, subjective design judgment humans own.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16208,15-1255.01,0.55,0.3,0.75,0.75,"Devising missions, challenges and puzzles is generative creative work AI can prototype strongly while a designer curates.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16217,15-1255.01,0.55,0.3,0.75,0.75,"Creating storylines, mechanics and character bios is narrative and systems creativity AI drafts well but a human shapes into a coherent vision.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16201,15-1255.01,0.4,0.2,0.6,0.7,Soliciting and integrating cross-team feedback into design is collaborative interpersonal synthesis AI can only partially support.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16214,15-1255.01,0.4,0.2,0.6,0.7,"Conducting design reviews across development is a collaborative, judgment-heavy meeting activity AI assists via notes and analysis only.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16209,15-1255.01,0.65,0.45,0.8,0.8,Developing and maintaining design documentation is structured writing AI drafts and updates efficiently under designer direction.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16216,15-1255.01,0.6,0.4,0.75,0.75,"Documenting formal design with mockups, layouts and flowcharts is graphical and textual production AI increasingly accelerates.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16198,15-1255.01,0.4,0.2,0.6,0.7,"Providing design feedback to colleagues is interpersonal, judgment-based critique AI can inform but not own.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16212,15-1255.01,0.6,0.4,0.75,0.75,"Creating and managing documentation, schedules and communication plans is project coordination and writing AI substantially supports.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16202,15-1255.01,0.4,0.2,0.6,0.7,Feedback on technical quality and design adherence requires human evaluative judgment against a vision AI cannot fully assess.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16211,15-1255.01,0.45,0.25,0.65,0.7,Creating gameplay prototypes mixes coding and creative iteration AI accelerates but a designer drives and presents.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16207,15-1255.01,0.35,0.15,0.55,0.7,Guiding design discussions between teams is live facilitation and leadership AI supports only at the margins.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16206,15-1255.01,0.4,0.2,0.6,0.7,Overseeing gameplay testing for vision adherence needs subjective human assessment of experience quality AI can only partly aid.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16204,15-1255.01,0.4,0.15,0.6,0.72,Presenting new concepts to management and colleagues is persuasive interpersonal communication AI helps prepare but the human delivers.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16203,15-1255.01,0.5,0.35,0.7,0.7,Preparing 2D layouts or 3D mockups is graphical creative production generative tools increasingly assist under artist direction.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16196,15-1255.01,0.5,0.3,0.65,0.7,"Keeping abreast of trends via reading, colleagues and events blends AI-searchable research with in-person professional engagement.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16194,15-1255.01,0.55,0.35,0.7,0.7,Reviewing competitive products and other media to generate ideas is analysis and ideation AI meaningfully accelerates.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16215,15-1255.01,0.4,0.2,0.6,0.7,Collaborating with artists on visual style is interpersonal creative alignment AI can inspire but not conduct.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16200,15-1255.01,0.6,0.4,0.75,0.75,Writing or supervising game text and dialogue is language creation AI drafts strongly while a writer edits and directs voice.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16213,15-1255.01,0.45,0.25,0.65,0.7,Consulting stakeholders to define and implement online features blends requirements gathering AI aids with interpersonal negotiation.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16210,15-1255.01,0.55,0.35,0.7,0.72,"Determining supplementary virtual features like currency, catalogs and menus is design and content specification AI can draft and refine.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16205,15-1255.01,0.5,0.3,0.7,0.7,Preparing and revising game sketches in graphical software is creative visual production generative image tools increasingly support.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16197,15-1255.01,0.55,0.4,0.7,0.72,Creating gameplay test plans is structured technical documentation AI drafts well under a designer's review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16195,15-1255.01,0.6,0.45,0.7,0.72,Providing test specifications to QA is document-based technical communication AI can largely draft and format.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14734,15-1299.01,0.6,0.45,0.7,0.78,Monitoring for intrusions and reporting breaches is automatable detection paired with accountable escalation judgment a human retains.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14741,15-1299.01,0.65,0.45,0.75,0.78,Identifying and documenting backup and recovery plans is technical planning and writing AI substantially drafts under review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14758,15-1299.01,0.6,0.4,0.75,0.75,Correcting test-identified problems or recommending fixes is diagnostic technical work AI strongly assists but implementation needs oversight.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14748,15-1299.01,0.55,0.35,0.7,0.75,"Identifying, standardizing and communicating access and security levels blends policy judgment with documentation AI can support.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14732,15-1299.01,0.6,0.4,0.75,0.78,Determining sources of server problems and correcting them is technical troubleshooting AI accelerates with human verification of fixes.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14740,15-1299.01,0.55,0.4,0.7,0.75,"Implementing updates, upgrades and patches is scriptable maintenance AI can largely automate but service-continuity judgment stays human.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14735,15-1299.01,0.55,0.4,0.7,0.75,Implementing security measures like firewalls and encryption is configuration work AI can generate and apply under review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14737,15-1299.01,0.45,0.25,0.65,0.72,"Collaborating with teams to resolve usability issues is analytical but interpersonal work AI supports through analysis, not ownership.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14750,15-1299.01,0.6,0.45,0.72,0.75,"Testing integration, performance and security on schedule is largely automatable test execution AI runs with human interpretation.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14756,15-1299.01,0.6,0.45,0.72,0.75,User testing and usage analyses is data collection and analysis AI substantially automates while humans design and interpret studies.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14753,15-1299.01,0.7,0.55,0.78,0.8,Documenting site changes and change procedures is structured technical writing AI can largely generate from change logs.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14749,15-1299.01,0.7,0.6,0.78,0.8,"Tracking, compiling and analyzing usage data is quantitative analysis AI performs efficiently with human interpretation.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14738,15-1299.01,0.5,0.4,0.65,0.72,Testing backup and recovery plans and resolving problems mixes automatable verification with accountable judgment on failures.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14751,15-1299.01,0.55,0.3,0.72,0.72,Recommending improvements and developing supporting budgets is analytical planning AI drafts but managerial judgment finalizes.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14733,15-1299.01,0.65,0.5,0.75,0.75,Reviewing and updating page content and links is routine digital content maintenance AI can largely execute with oversight.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14743,15-1299.01,0.55,0.4,0.7,0.75,Installing and configuring web server software with sound structure is technical setup AI can script and guide under review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14744,15-1299.01,0.6,0.45,0.72,0.75,"Gathering, analyzing and documenting user feedback to resolve problems is text analysis AI accelerates with human problem-solving.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14762,15-1299.01,0.55,0.45,0.7,0.75,Setting up and maintaining monitoring tools is configuration and automation work AI can substantially generate and manage.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14739,15-1299.01,0.5,0.3,0.65,0.72,"Staying current via education, reading and conferences blends AI-searchable learning with in-person professional participation.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14759,15-1299.01,0.7,0.55,0.78,0.78,Developing and documenting content style guidelines is language-based standards writing AI drafts strongly under editorial review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14745,15-1299.01,0.6,0.45,0.72,0.75,Developing site performance metrics is analytical definition work AI can propose and structure with human prioritization.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14742,15-1299.01,0.45,0.25,0.65,0.72,Collaborating with developers to build sites and manage campaigns is interpersonal project work AI supports but does not lead.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14746,15-1299.01,0.55,0.35,0.7,0.72,Identifying and addressing interoperability requirements is technical analysis AI can research and specify under engineering judgment.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14754,15-1299.01,0.55,0.35,0.7,0.72,Developing procedures for ongoing site revision is process documentation and planning AI substantially drafts under review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14761,15-1299.01,0.65,0.55,0.72,0.78,Checking and analyzing log files to verify performance is pattern-based data review AI automates well with human escalation.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14755,15-1299.01,0.45,0.25,0.65,0.72,Providing training or technical assistance is interpersonal knowledge transfer AI supports through materials but delivery stays human.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14764,15-1299.01,0.6,0.4,0.7,0.7,"Evaluating test-procedure adequacy is analytical and AI-assistable, but final quality judgment stays with the administrator.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14752,15-1299.01,0.7,0.6,0.7,0.75,Drafting and distributing user notifications is largely language work AI can generate and send with light oversight.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14747,15-1299.01,0.75,0.6,0.7,0.8,Documenting installation and configuration steps is near-pure technical writing AI drafts well.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14763,15-1299.01,0.7,0.5,0.72,0.75,"Developing testing routines is codeable and AI-generatable, though a human owns test coverage decisions.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14765,15-1299.01,0.5,0.4,0.6,0.7,Testing new software packages mixes hands-on evaluation with automatable checks and judgment on fit.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14760,15-1299.01,0.6,0.4,0.7,0.65,"Marketing plans and ad rotation involve content and strategy AI drafts, but human sign-off on plans remains.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14757,15-1299.01,0.55,0.35,0.7,0.7,Recommending server hardware/software is a research-and-judgment task AI accelerates but the human decides.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
14736,15-1299.01,0.5,0.4,0.6,0.7,Server administration mixes automatable scripting with hands-on infrastructure work and accountability.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21715,15-1299.02,0.65,0.5,0.7,0.75,"Producing maps, tables, and reports via GIS software is largely digital and strongly AI-assistable.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21716,15-1299.02,0.6,0.45,0.7,0.7,Designing graphic GIS representations is digital design work AI can generate and refine with human curation.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21717,15-1299.02,0.65,0.5,0.7,0.75,Maintaining and modifying GIS databases is digital data work AI can substantially handle under review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21718,15-1299.02,0.55,0.35,0.7,0.7,Providing technical expertise to clients is interpersonal advisory work AI supports but does not replace.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21719,15-1299.02,0.7,0.5,0.75,0.75,Programming and data analysis for GIS is core code/data work AI strongly accelerates under developer oversight.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21720,15-1299.02,0.7,0.6,0.65,0.72,Data entry and digitizing into GIS is routine conversion work increasingly automatable with checks.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21721,15-1299.02,0.65,0.5,0.7,0.72,Reviewing data for accuracy and completeness is checkable digital QA AI can perform with spot review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21722,15-1299.02,0.65,0.5,0.7,0.72,Geospatial modeling and analysis with software is digital analytical work AI meaningfully assists.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21723,15-1299.02,0.6,0.4,0.7,0.7,Designing integrated GIS databases is architectural work AI drafts but human coordinates and decides.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21724,15-1299.02,0.6,0.4,0.7,0.7,Computerized GIS analysis for scientific problems is analytical; AI aids but scientific judgment stays human.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21725,15-1299.02,0.55,0.4,0.65,0.68,Selecting cartographic elements is a design-judgment task AI can suggest but human curates for effectiveness.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21726,15-1299.02,0.6,0.45,0.7,0.72,Technical support on GIS operation is a language/troubleshooting task AI assists and partly handles.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21727,15-1299.02,0.6,0.45,0.65,0.7,Collecting and integrating GIS data is digital compilation work AI can substantially support.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21728,15-1299.02,0.6,0.45,0.65,0.68,"Interpreting aerial photographs is a vision task modern models handle well, though expert verification remains.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21729,15-1299.02,0.4,0.2,0.55,0.7,Meeting clients to discuss specs is interpersonal; AI can prep and summarize but the human leads the discussion.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21730,15-1299.02,0.7,0.5,0.75,0.75,"Documenting, coding, and testing GIS applications is core software work AI strongly augments.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21731,15-1299.02,0.7,0.55,0.7,0.75,"Creating, converting, and transferring data via software is routine digital processing AI can largely run.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21732,15-1299.02,0.5,0.3,0.65,0.7,Conferring with users to troubleshoot mixes interpersonal work with AI-assistable diagnosis.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21733,15-1299.02,0.7,0.5,0.75,0.75,Designing and programming GIS applications is code work AI accelerates while the developer directs.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21734,15-1299.02,0.7,0.5,0.75,0.75,Developing specialized software routines and databases is core coding AI strongly copilots.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21735,15-1299.02,0.55,0.35,0.7,0.7,Upgrade recommendations require research AI aids but the human weighs implications and decides.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21736,15-1299.02,0.5,0.3,0.65,0.68,Helping users formulate requirements is advisory interpersonal work AI supports rather than replaces.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21737,15-1299.02,0.6,0.45,0.7,0.7,Creating 3D renderings and visual representations is digital output AI tools increasingly generate.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21738,15-1299.02,0.55,0.45,0.6,0.68,Transferring and rescaling photo information onto maps is a georeferencing task software largely automates.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21739,15-1299.02,0.65,0.45,0.7,0.7,"Preparing training materials and presentations is content work AI drafts, with human delivery and tailoring.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21740,15-1299.02,0.55,0.4,0.65,0.65,Applying 3D/4D technologies to geospatial data is specialized digital analysis AI meaningfully assists.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21741,15-1299.02,0.6,0.4,0.7,0.68,"Research, analysis, and systems design for mapping software is cognitive work AI accelerates under direction.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21742,15-1299.02,0.6,0.35,0.7,0.65,Keeping abreast via literature and colleagues is knowledge intake AI summarizes but human networking persists.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21743,15-1299.02,0.55,0.35,0.7,0.68,Recommending upgrades to improve accessibility is judgment-driven advisory work AI supports.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16234,15-1299.03,0.6,0.35,0.7,0.7,Determining document policies involves legal/security judgment AI drafts but organization owns the policy.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16232,15-1299.03,0.7,0.5,0.7,0.72,Developing classification taxonomies is structured information work AI can substantially generate and refine.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16238,15-1299.03,0.6,0.4,0.65,0.7,Implementing document processing systems is technical deployment work AI aids but requires human integration.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16239,15-1299.03,0.75,0.65,0.65,0.75,"Classifying documents by security level, function, and metadata is checkable categorization AI performs well.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16229,15-1299.03,0.7,0.5,0.7,0.72,Developing and documenting standards and procedures is technical writing AI drafts under review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16233,15-1299.03,0.55,0.35,0.65,0.68,Assessing and acquiring new systems is evaluative procurement work AI supports but human decides.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16237,15-1299.03,0.6,0.45,0.65,0.7,Administering access rights and revision control is configurable digital work with security accountability.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
20368,15-1299.03,0.55,0.35,0.65,0.7,Recording official document changes requires legal/compliance confirmation that caps unattended automation.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16220,15-1299.03,0.65,0.45,0.7,0.72,Writing and executing test plans for DMS is technical documentation and testing AI strongly assists.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16219,15-1299.03,0.65,0.45,0.7,0.7,"Monitoring regulatory activity for compliance is text tracking AI aids, with human accountability for compliance.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16222,15-1299.03,0.7,0.6,0.6,0.72,Retrieving and returning electronic assets from a repository is routine digital handling largely automatable.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
20367,15-1299.03,0.6,0.35,0.7,0.65,"Keeping abreast of developments is knowledge intake AI summarizes, but human learning and networking remain.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16231,15-1299.03,0.55,0.3,0.65,0.68,Needs assessments are interpersonal discovery work AI helps structure but requires human elicitation.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16240,15-1299.03,0.65,0.45,0.7,0.7,Configuring DMS features like interfaces and workflows is technical setup AI meaningfully accelerates.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16228,15-1299.03,0.75,0.6,0.7,0.78,Documenting technical functions and specifications is near-pure technical writing AI drafts end to end.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16226,15-1299.03,0.5,0.35,0.6,0.68,Security surveillance over document processing mixes monitoring AI can automate with human accountability.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16230,15-1299.03,0.55,0.35,0.65,0.7,Consulting with users on access problems is troubleshooting support AI assists and partly handles.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16223,15-1299.03,0.6,0.35,0.7,0.7,Proposing system improvement recommendations is analytical advisory work AI drafts but human owns proposals.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16236,15-1299.03,0.7,0.6,0.65,0.75,"Operating data-capture software to ingest digital documents is largely automatable, though some setup and oversight remain.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16224,15-1299.03,0.75,0.6,0.8,0.8,"Drafting support docs and training materials is language work AI drafts strongly, with human review for accuracy.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16221,15-1299.03,0.75,0.65,0.7,0.75,Searching databases and repositories for information is core retrieval work AI performs efficiently.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16227,15-1299.03,0.6,0.5,0.65,0.7,Implementing scanning and imaging procedures blends technical config with hands-on device setup.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
16235,15-1299.03,0.7,0.5,0.7,0.75,Analyzing and disseminating system performance data is analytical/language work AI accelerates under review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21744,15-1299.04,0.35,0.2,0.4,0.7,Physical inspection of servers for environmental and vandalism risk requires in-person presence AI cannot supply.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21745,15-1299.04,0.5,0.35,0.6,0.65,Collecting stakeholder data blends interpersonal engagement with analytical risk evaluation AI can support.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21746,15-1299.04,0.65,0.5,0.7,0.7,Security audits are tool-driven and analytical but need expert judgment and accountability.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21747,15-1299.04,0.55,0.45,0.6,0.7,"Configuring systems for least access is technical work AI assists, but changes need human validation.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21748,15-1299.04,0.6,0.4,0.7,0.7,Designing security solutions is analytical/creative work where AI drafts options and the human owns decisions.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21749,15-1299.04,0.6,0.45,0.7,0.7,"Building and running adversary-emulation tests is technical, tool-heavy work AI meaningfully accelerates.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21750,15-1299.04,0.6,0.45,0.7,0.7,Developing exploit-based infiltration tests is code and technique work AI can strongly assist under expert control.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21751,15-1299.04,0.7,0.55,0.75,0.75,Preparing threat-intelligence presentations is language and synthesis work AI drafts well.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21752,15-1299.04,0.55,0.4,0.65,0.7,Designing testing processes needs methodological judgment AI supports but does not own.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21753,15-1299.04,0.4,0.2,0.5,0.7,Discussing solutions with teams is interpersonal collaboration where AI only helps prepare content.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21754,15-1299.04,0.75,0.6,0.75,0.8,Documenting penetration findings is structured writing AI drafts strongly with expert verification.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21755,15-1299.04,0.65,0.45,0.7,0.7,Evaluating vulnerability assessments is analytical review AI accelerates but experts must judge.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21756,15-1299.04,0.65,0.5,0.7,0.7,Gathering cyber intelligence is information collection and analysis AI performs efficiently.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21757,15-1299.04,0.6,0.4,0.7,0.7,"Identifying new threat tactics is research and pattern analysis AI supports, needing expert interpretation.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21758,15-1299.04,0.6,0.45,0.7,0.7,Finding weaknesses via penetration tests is tool-driven technical work AI meaningfully accelerates.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
21759,15-1299.04,0.6,0.4,0.7,0.7,Investigating incidents via forensics and root-cause analysis is analytical work AI assists under expert judgment.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
